log_mass,reclat,reclong_norm,year,cluster
2.849474963293868,-76.05690670375067,104.7285930983133,1990.2529068452247,0
8.788730348209427,27.785561831842536,-19.22087133452591,1898.6565295169946,1
5.691638683515889,15.57143835364198,6.895298681225782,1996.661372378707,2
