name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,log_mass,fall_binary,reclong_norm,country,continent,dist_equator_km,cluster
Aachen,1,Valid,L5,21.0,Fell,1880.0,50.775,6.08333,"(50.775, 6.08333)",3.091042453358316,1,6.0833299999999895,Belgium,Europe,5652.272999999999,0
Achiras,370,Valid,L6,780.0,Fell,1902.0,-33.16667,-64.95,"(-33.16667, -64.95)",6.660575149839686,1,-64.95,Argentina,South America,3692.1137044,1
Adhi Kot,379,Valid,EH4,4239.0,Fell,1919.0,32.1,71.8,"(32.1, 71.8)",8.352318548226004,1,71.80000000000001,Pakistan,Asia,3573.372,0
Adzhi-Bogdo (stone),390,Valid,LL3-6,910.0,Fell,1949.0,44.83333,95.16667,"(44.83333, 95.16667)",6.814542897259958,1,95.16667,Mongolia,Asia,4990.846295599999,0
Agen,392,Valid,H5,30000.0,Fell,1814.0,44.21667,0.61667,"(44.21667, 0.61667)",10.308985993422082,1,0.6166699999999992,France,Europe,4922.1997044,0
Aguada,398,Valid,L6,1620.0,Fell,1930.0,-31.6,-65.23333,"(-31.6, -65.23333)",7.390798521735676,1,-65.23333,Argentina,South America,3517.712,1
Aguila Blanca,417,Valid,L,1440.0,Fell,1920.0,-30.86667,-64.55,"(-30.86667, -64.55)",7.273092595999522,1,-64.55,Argentina,South America,3436.0777044,1
Aïr,424,Valid,L6,24000.0,Fell,1925.0,19.08333,8.38333,"(19.08333, 8.38333)",10.085850775128716,1,8.38333,Niger,Africa,2124.3562956,2
Akaba,426,Valid,L6,779.0,Fell,1949.0,29.51667,35.05,"(29.51667, 35.05)",6.659293919683638,1,35.05000000000001,Jordan,Asia,3285.7957044,0
Akbarpur,427,Valid,H4,1800.0,Fell,1838.0,29.71667,77.95,"(29.71667, 77.95)",7.496097345175956,1,77.94999999999999,India,Asia,3308.0597044,0
Alais,448,Valid,CI1,6000.0,Fell,1806.0,44.11667,4.08333,"(44.11667, 4.08333)",8.699681400989514,1,4.0833299999999895,France,Europe,4911.0677044,0
Albareto,453,Valid,L/LL4,2000.0,Fell,1766.0,44.65,11.01667,"(44.65, 11.01667)",7.601402334583733,1,11.016670000000005,Italy,Europe,4970.437999999999,0
Alberta,454,Valid,L,625.0,Fell,1949.0,2.0,22.66667,"(2.0, 22.66667)",6.439350371100098,1,22.66667000000001,Democratic Republic of the Congo,Africa,222.64,1
Aldsworth,461,Valid,LL5,700.0,Fell,1835.0,51.78333,-1.78333,"(51.78333, -1.78333)",6.55250788703459,1,-1.7833300000000063,United Kingdom,Europe,5764.520295599999,0
Aleppo,462,Valid,L6,3200.0,Fell,1873.0,36.23333,37.13333,"(36.23333, 37.13333)",8.071218539969863,1,37.13333,Syria,Asia,4033.4942956,0
Alessandria,463,Valid,H5,908.0,Fell,1860.0,44.88333,8.75,"(44.88333, 8.75)",6.812345094177479,1,8.75,Italy,Europe,4996.4122956,0
Alexandrovsky,465,Valid,H4,9251.0,Fell,1900.0,50.95,31.81667,"(50.95, 31.81667)",9.13259502335133,1,31.816669999999988,Ukraine,Europe,5671.754,0
Alfianello,466,Valid,L6,228000.0,Fell,1883.0,45.26667,10.15,"(45.26667, 10.15)",12.337105293891872,1,10.150000000000006,Italy,Europe,5039.0857044,0
Allegan,2276,Valid,H5,32000.0,Fell,1899.0,42.53333,-85.88333,"(42.53333, -85.88333)",10.373522431293592,1,-85.88333,United States of America,North America,4734.810295599999,2
Ambapur Nagla,2290,Valid,H5,6400.0,Fell,1895.0,27.66667,78.25,"(27.66667, 78.25)",8.764209507142004,1,78.25,India,Asia,3079.8537044,0
Andhara,2294,Valid,Stone-uncl,2700.0,Fell,1880.0,26.58333,85.56667,"(26.58333, 85.56667)",7.901377353792616,1,85.56666999999999,India,Asia,2959.2562956,0
Andover,2295,Valid,L6,3200.0,Fell,1898.0,44.61667,-70.75,"(44.61667, -70.75)",8.071218539969863,1,-70.75,United States of America,North America,4966.727704399999,2
Andura,2298,Valid,H6,17900.0,Fell,1939.0,20.88333,76.86667,"(20.88333, 76.86667)",9.792611856190192,1,76.86667,India,Asia,2324.7322956,0
Angra dos Reis (stone),2302,Valid,Angrite,1500.0,Fell,1869.0,-22.96667,-44.31667,"(-22.96667, -44.31667)",7.313886831633462,1,-44.31666999999999,Brazil,South America,2556.6497044,1
Ankober,2304,Valid,H4,6500.0,Fell,1942.0,9.53333,39.71667,"(9.53333, 39.71667)",8.77971129020447,1,39.71666999999999,Ethiopia,Africa,1061.2502955999998,1
Appley Bridge,2318,Valid,LL6,15000.0,Fell,1914.0,53.58333,-2.71667,"(53.58333, -2.71667)",9.61587214452889,1,-2.716669999999993,United Kingdom,Europe,5964.8962956,0
Apt,2320,Valid,L6,3200.0,Fell,1803.0,43.86667,5.38333,"(43.86667, 5.38333)",8.071218539969863,1,5.383330000000001,France,Europe,4883.2377044,0
Archie,2329,Valid,H6,5070.0,Fell,1932.0,38.5,-94.3,"(38.5, -94.3)",8.531293315795018,1,-94.3,United States of America,North America,4285.82,2
Asco,2345,Valid,H6,41.0,Fell,1805.0,42.45,9.03333,"(42.45, 9.03333)",3.737669618283368,1,9.033330000000008,France,Europe,4725.534,0
Ashdon,2346,Valid,L6,1300.0,Fell,1923.0,52.05,0.3,"(52.05, 0.3)",7.170888478512505,1,0.3000000000000113,United Kingdom,Europe,5794.205999999999,0
Assisi,2353,Valid,H5,2000.0,Fell,1886.0,43.03333,12.55,"(43.03333, 12.55)",7.601402334583733,1,12.550000000000011,Italy,Europe,4790.470295599999,0
Atarra,4883,Valid,L4,1280.0,Fell,1920.0,25.25417,80.625,"(25.25417, 80.625)",7.155396301896734,1,80.625,India,Asia,2811.2942044,0
Atemajac,4884,Valid,L6,94.2,Fell,1896.0,20.06667,-103.66667,"(20.06667, -103.66667)",4.55597994179732,1,-103.66667,Mexico,North America,2233.8217044,2
Athens,4885,Valid,LL6,265.0,Fell,1933.0,34.75,-87.0,"(34.75, -87.0)",5.583496308781699,1,-87.0,United States of America,North America,3868.37,2
Atoka,4888,Valid,L6,1384.2,Fell,1945.0,34.31667,-96.15,"(34.31667, -96.15)",7.233599812528267,1,-96.15,United States of America,North America,3820.1317044,2
Aubres,4893,Valid,Aubrite,800.0,Fell,1836.0,44.38333,5.16667,"(44.38333, 5.16667)",6.68586094706836,1,5.1666700000000105,France,Europe,4940.752295599999,0
Aumale,4899,Valid,L6,50000.0,Fell,1865.0,36.16667,3.66667,"(36.16667, 3.66667)",10.819798284210286,1,3.6666700000000105,Algeria,Africa,4026.0737044,0
Aumieres,4900,Valid,L6,2000.0,Fell,1842.0,44.33333,3.23333,"(44.33333, 3.23333)",7.601402334583733,1,3.233329999999995,France,Europe,4935.1862956,0
Ausson,4903,Valid,L5,50000.0,Fell,1858.0,43.08333,0.58333,"(43.08333, 0.58333)",10.819798284210286,1,0.5833299999999895,France,Europe,4796.036295599999,0
Avce,4906,Valid,"Iron, IIAB",1230.0,Fell,1908.0,46.0,13.5,"(46.0, 13.5)",7.115582126184454,1,13.5,Italy,Europe,5120.719999999999,0
Avilez,4907,Valid,H,146.0,Fell,1855.0,25.0,-103.5,"(25.0, -103.5)",4.990432586778736,1,-103.5,Mexico,North America,2783.0,2
Aztec,4913,Valid,L6,2830.0,Fell,1938.0,36.8,-108.0,"(36.8, -108.0)",7.9483852851118995,1,-108.0,United States of America,North America,4096.575999999999,2
Bachmut,4917,Valid,L6,18000.0,Fell,1814.0,48.6,38.0,"(48.6, 38.0)",9.798182590890704,1,38.0,Ukraine,Europe,5410.152,0
Bahjoi,4922,Valid,"Iron, IAB-sLL",10322.0,Fell,1934.0,28.48333,78.5,"(28.48333, 78.5)",9.24212969446559,1,78.5,India,Asia,3170.7642955999995,0
Bald Mountain,4925,Valid,L4,3700.0,Fell,1929.0,35.96667,-82.48333,"(35.96667, -82.48333)",8.216358332386156,1,-82.48333,United States of America,North America,4003.8097044,2
Baldwyn,4926,Valid,L6,345.0,Fell,1922.0,34.5,-88.66667,"(34.5, -88.66667)",5.846438775057724,1,-88.66667,United States of America,North America,3840.54,2
Bali,4928,Valid,CV3,1000.0,Fell,1907.0,5.38333,16.38333,"(5.38333, 16.38333)",6.90875477931522,1,16.38333,Central African Republic,Africa,599.2722956,1
Bandong,4935,Valid,LL6,11500.0,Fell,1871.0,-6.91667,107.6,"(-6.91667, 107.6)",9.35018926709258,1,107.60000000000002,Indonesia,Asia,769.9637044,1
Bansur,4936,Valid,L6,15000.0,Fell,1892.0,27.7,76.33333,"(27.7, 76.33333)",9.61587214452889,1,76.33332999999999,India,Asia,3083.564,0
Banswal,4937,Valid,L5,14.0,Fell,1913.0,30.4,78.2,"(30.4, 78.2)",2.70805020110221,1,78.19999999999999,India,Asia,3384.128,0
Banten,4938,Valid,CM2,629.0,Fell,1933.0,-6.33333,106.0,"(-6.33333, 106.0)",6.4457198193855785,1,106.0,Indonesia,Asia,705.0262956,1
Barbotan,4942,Valid,H5,6400.0,Fell,1790.0,43.95,-0.05,"(43.95, -0.05)",8.764209507142004,1,-0.0500000000000113,France,Europe,4892.514,0
Barea,4946,Valid,Mesosiderite-A1,3200.0,Fell,1842.0,42.38333,-2.5,"(42.38333, -2.5)",8.071218539969863,1,-2.5,Spain,Europe,4718.1122956,0
Barnaul,4947,Valid,H5,23.2,Fell,1904.0,52.73333,84.08333,"(52.73333, 84.08333)",3.186352633162641,1,84.08332999999999,Russia,Europe,5870.2742956,0
Barntrup,4948,Valid,LL4,17.0,Fell,1886.0,52.0,9.1,"(52.0, 9.1)",2.8903717578961645,1,9.099999999999994,Germany,Europe,5788.639999999999,0
Baroti,4949,Valid,L6,4500.0,Fell,1910.0,31.61667,76.8,"(31.61667, 76.8)",8.412054873292933,1,76.80000000000001,India,Asia,3519.5677044,0
Bath,4974,Valid,H4,21000.0,Fell,1892.0,45.41667,-98.31667,"(45.41667, -98.31667)",9.952325334619427,1,-98.31667,United States of America,North America,5055.7837044,2
Bath Furnace,4975,Valid,L6,86000.0,Fell,1902.0,38.25,-83.75,"(38.25, -83.75)",11.362114203075018,1,-83.75,United States of America,North America,4257.99,2
Baxter,4977,Valid,L6,611.0,Fell,1916.0,36.75,-93.5,"(36.75, -93.5)",6.416732282512326,1,-93.5,United States of America,North America,4091.01,2
Beardsley,4984,Valid,H5,16000.0,Fell,1929.0,39.8,-101.2,"(39.8, -101.2)",9.680406499268877,1,-101.2,United States of America,North America,4430.535999999999,2
Beaver Creek,4986,Valid,H5,14000.0,Fell,1893.0,51.16667,-117.33333,"(51.16667, -117.33333)",9.546884034617923,1,-117.33333,Canada,North America,5695.8737044,2
Beddgelert,4993,Valid,H5,794.0,Fell,1949.0,53.01667,-4.1,"(53.01667, -4.1)",6.678342114654332,1,-4.099999999999994,United Kingdom,Europe,5901.815704399999,0
Benares (a),5011,Valid,LL4,3700.0,Fell,1798.0,25.36667,82.91667,"(25.36667, 82.91667)",8.216358332386156,1,82.91667000000001,India,Asia,2823.8177044,0
Benld,5021,Valid,H6,1770.5,Fell,1938.0,39.08333,-89.15,"(39.08333, -89.15)",7.479581924305527,1,-89.15,United States of America,North America,4350.756295599999,2
Benoni,5023,Valid,H6,3880.0,Fell,1943.0,-26.16667,28.41667,"(-26.16667, 28.41667)",8.263848131368906,1,28.41667000000001,South Africa,Africa,2912.8737044,1
Benton,5026,Valid,LL6,2840.0,Fell,1949.0,45.95,-67.55,"(45.95, -67.55)",7.951911381854188,1,-67.55,Canada,North America,5115.154,2
Béréba,5028,Valid,Eucrite-mmict,18000.0,Fell,1924.0,11.65,-3.65,"(11.65, -3.65)",9.798182590890704,1,-3.6500000000000057,Burkina Faso,Africa,1296.878,2
Berlanguillas,5029,Valid,L6,1440.0,Fell,1811.0,41.68333,-3.8,"(41.68333, -3.8)",7.273092595999522,1,-3.8000000000000114,Spain,Europe,4640.1882956,0
Bethlehem,5032,Valid,H,13.9,Fell,1859.0,42.53333,-73.83333,"(42.53333, -73.83333)",2.7013612129514133,1,-73.83333,United States of America,North America,4734.810295599999,0
Beuste,5034,Valid,L5,2000.0,Fell,1859.0,43.21667,-0.23333,"(43.21667, -0.23333)",7.601402334583733,1,-0.2333299999999951,France,Europe,4810.879704399999,0
Beyrout,5035,Valid,LL3.8,1100.0,Fell,1921.0,33.88333,35.5,"(33.88333, 35.5)",7.00397413672268,1,35.5,Lebanon,Asia,3771.8922956,0
Bhagur,5037,Valid,L6,18.0,Fell,1877.0,20.88333,74.83333,"(20.88333, 74.83333)",2.9444389791664403,1,74.83332999999999,India,Asia,2324.7322956,0
Bherai,5039,Valid,L6,100.0,Fell,1893.0,20.83333,71.46667,"(20.83333, 71.46667)",4.61512051684126,1,71.46667,Open Ocean,Open Ocean,2319.1662956,0
Bhola,5040,Valid,LL3-6,1047.0,Fell,1940.0,22.68333,90.65,"(22.68333, 90.65)",6.954638864880987,1,90.64999999999998,Open Ocean,Open Ocean,2525.1082956,0
Bholghati,5041,Valid,Howardite,2500.0,Fell,1905.0,22.08333,86.9,"(22.08333, 86.9)",7.824445930877619,1,86.89999999999998,India,Asia,2458.3162956,0
Bialystok,5042,Valid,Eucrite-pmict,4000.0,Fell,1827.0,53.1,23.2,"(53.1, 23.2)",8.294299608857235,1,23.19999999999999,Poland,Europe,5911.092,0
Bielokrynitschie,5043,Valid,H4,1900.0,Fell,1887.0,50.13333,27.16667,"(50.13333, 27.16667)",7.550135342488429,1,27.16667000000001,Ukraine,Europe,5580.8422956,0
Birni N'konni,5056,Valid,H4,560.0,Fell,1923.0,13.76667,5.3,"(13.76667, 5.3)",6.329720905522696,1,5.300000000000011,Nigeria,Africa,1532.5057043999998,0
Bishopville,5059,Valid,Aubrite,6000.0,Fell,1843.0,34.16667,-80.28333,"(34.16667, -80.28333)",8.699681400989514,1,-80.28333,United States of America,North America,3803.4337044,2
Bishunpur,5060,Valid,LL3.15,1039.0,Fell,1895.0,25.38333,82.6,"(25.38333, 82.6)",6.946975992135418,1,82.60000000000002,India,Asia,2825.6722956,0
Bjelaja Zerkov,5063,Valid,H6,1850.0,Fell,1796.0,49.78333,30.16667,"(49.78333, 30.16667)",7.523481312573497,1,30.16667000000001,Ukraine,Europe,5541.8802956,0
Bjurböle,5064,Valid,L/LL4,330000.0,Fell,1899.0,60.4,25.8,"(60.4, 25.8)",12.706850963741102,1,25.80000000000001,Finland,Europe,6723.727999999999,0
Black Moshannan Park,5065,Valid,L5,705.0,Fell,1941.0,40.91667,-78.08333,"(40.91667, -78.08333)",6.559615237493242,1,-78.08333,United States of America,North America,4554.8437044,2
Blackwell,5068,Valid,L5,2381.0,Fell,1906.0,36.83333,-97.33333,"(36.83333, -97.33333)",7.775695749915245,1,-97.33333,United States of America,North America,4100.286295599999,2
Blanket,5071,Valid,L6,5100.0,Fell,1909.0,31.83333,-98.83333,"(31.83333, -98.83333)",8.537191877922927,1,-98.83333,United States of America,North America,3543.6862956,2
Blansko,5072,Valid,H6,470.0,Fell,1833.0,49.36667,16.63333,"(49.36667, 16.63333)",6.154858094016418,1,16.63333,Czechia,Europe,5495.4977044,0
Bloomington,5076,Valid,LL6,67.8,Fell,1938.0,40.48,-89.00417,"(40.48, -89.00417)",4.231203744939298,1,-89.00417,United States of America,North America,4506.2336,2
Bocas,5093,Valid,L6,56.0,Fell,1804.0,23.0,-102.0,"(23.0, -102.0)",4.04305126783455,1,-102.0,Mexico,North America,2560.36,2
Boguslavka,5098,Valid,"Iron, IIAB",256000.0,Fell,1916.0,44.55,131.63333,"(44.55, 131.63333)",12.45293662970407,1,131.63333,Russia,Europe,4959.306,0
Borgo San Donino,5110,Valid,LL6,1676.0,Fell,1808.0,44.86667,10.05,"(44.86667, 10.05)",7.424761761823209,1,10.050000000000011,Italy,Europe,4994.557704399999,0
Bori,5111,Valid,L6,8600.0,Fell,1894.0,21.95,78.03333,"(21.95, 78.03333)",9.05963375455148,1,78.03332999999998,India,Asia,2443.474,0
Boriskino,5112,Valid,CM2,1342.0,Fell,1930.0,54.23333,52.48333,"(54.23333, 52.48333)",7.202661196523238,1,52.48333,Russia,Europe,6037.2542956,0
Borkut,5113,Valid,L5,7000.0,Fell,1852.0,48.15,24.28333,"(48.15, 24.28333)",8.853808274977197,1,24.283330000000007,Ukraine,Europe,5360.057999999999,0
Borodino,5114,Valid,H5,500.0,Fell,1812.0,55.46667,35.86667,"(55.46667, 35.86667)",6.2166061010848646,1,35.86667,Russia,Europe,6174.549704399999,0
Botschetschki,5117,Valid,L4,614.0,Fell,1823.0,51.33333,33.88333,"(51.33333, 33.88333)",6.421622267806518,1,33.88333,Ukraine,Europe,5714.426295599999,0
Bradford Woods,5128,Valid,L,762.0,Fell,1886.0,40.5,-80.08333,"(40.5, -80.08333)",6.637258031284457,1,-80.08333,United States of America,North America,4508.46,2
Braunau,5133,Valid,"Iron, IIAB",39000.0,Fell,1847.0,50.6,16.3,"(50.6, 16.3)",10.5713425658087,1,16.30000000000001,Poland,Europe,5632.792,0
Bremervörde,5135,Valid,H/L3.9,7250.0,Fell,1855.0,53.4,9.1,"(53.4, 9.1)",8.888894669371593,1,9.099999999999994,Germany,Europe,5944.487999999999,0
Brient,5140,Valid,Eucrite-pmict,219.0,Fell,1933.0,52.13333,59.31667,"(52.13333, 59.31667)",5.393627546352361,1,59.31666999999999,Russia,Europe,5803.4822956,0
Bununu,5165,Valid,Howardite,357.0,Fell,1942.0,10.01667,9.58333,"(10.01667, 9.58333)",5.8805329864007,1,9.58332999999999,Nigeria,Africa,1115.0557044,0
Bur-Gheluai,5169,Valid,H5,120000.0,Fell,1919.0,5.0,48.0,"(5.0, 48.0)",11.695255355062796,1,48.0,Somalia,Africa,556.5999999999999,1
Bursa,5177,Valid,L6,25000.0,Fell,1946.0,40.2,29.23333,"(40.2, 29.23333)",10.12667110305036,1,29.233329999999995,Turkey,Asia,4475.064,0
Buschhof,5178,Valid,L6,5000.0,Fell,1863.0,46.45,25.78333,"(46.45, 25.78333)",8.517393171418904,1,25.783330000000007,Romania,Europe,5170.814,0
Bustee,5181,Valid,Aubrite,1500.0,Fell,1852.0,26.78333,82.83333,"(26.78333, 82.83333)",7.313886831633462,1,82.83332999999999,India,Asia,2981.5202956,0
Butsura,5183,Valid,H6,29000.0,Fell,1861.0,27.08333,84.08333,"(27.08333, 84.08333)",10.275085591132717,1,84.08332999999999,India,Asia,3014.9162956,0
Cabezo de Mayo,5185,Valid,L/LL6,25000.0,Fell,1870.0,37.98333,-1.16667,"(37.98333, -1.16667)",10.12667110305036,1,-1.1666700000000103,Spain,Europe,4228.3042956,0
Cabin Creek,5186,Valid,"Iron, IIIAB",48500.0,Fell,1886.0,35.5,-93.5,"(35.5, -93.5)",10.789339695269716,1,-93.5,United States of America,North America,3951.86,2
Cacak,5187,Valid,OC,212.0,Fell,1919.0,43.83889,20.33333,"(43.83889, 20.33333)",5.3612921657094255,1,20.33332999999999,Republic of Serbia,Europe,4880.145234799999,0
Calivo,5200,Valid,Stone-uncl,2400.0,Fell,1916.0,11.75,122.33333,"(11.75, 122.33333)",7.783640596221253,1,122.33333,Open Ocean,Open Ocean,1308.01,0
Cañellas,5251,Valid,H4,945.0,Fell,1861.0,41.25,1.66667,"(41.25, 1.66667)",6.852242569051878,1,1.6666700000000103,Spain,Europe,4591.95,0
Cangas de Onis,5252,Valid,H5,34000.0,Fell,1866.0,43.38333,-5.15,"(43.38333, -5.15)",10.434145214930489,1,-5.150000000000006,Spain,Europe,4829.4322956,0
Cape Girardeau,5260,Valid,H6,2300.0,Fell,1846.0,37.26667,-89.58333,"(37.26667, -89.58333)",7.741099090035366,1,-89.58333,United States of America,North America,4148.525704399999,2
Capilla del Monte,5264,Valid,H6,750.0,Fell,1934.0,-30.88333,-64.55,"(-30.88333, -64.55)",6.621405651764134,1,-64.55,Argentina,South America,3437.9322956,1
Caratash,5265,Valid,LL6,8.0,Fell,1902.0,38.5,27.0,"(38.5, 27.0)",2.19722457733622,1,27.0,Turkey,Asia,4285.82,0
Castalia,5291,Valid,H5,7300.0,Fell,1874.0,36.08333,-78.06667,"(36.08333, -78.06667)",8.895766604056085,1,-78.06667,United States of America,North America,4016.796295599999,2
Castine,5293,Valid,L6,94.0,Fell,1848.0,44.38333,-68.75,"(44.38333, -68.75)",4.553876891600541,1,-68.75,United States of America,North America,4940.752295599999,0
Castrovillari,5295,Valid,Stone-uncl,15000.0,Fell,1583.0,39.8,16.2,"(39.8, 16.2)",9.61587214452889,1,16.19999999999999,Italy,Europe,4430.535999999999,3
Caswell County,5296,Valid,OC,1360.0,Fell,1810.0,36.5,-79.25,"(36.5, -79.25)",7.215975002651466,1,-79.25,United States of America,North America,4063.18,2
Cereseto,5308,Valid,H5,6460.0,Fell,1840.0,45.08333,8.3,"(45.08333, 8.3)",8.773539383558166,1,8.300000000000011,Italy,Europe,5018.676295599999,0
Chail,5314,Valid,H6,0.5,Fell,1814.0,25.36667,81.66667,"(25.36667, 81.66667)",0.4054651081081644,1,81.66667000000001,India,Asia,2823.8177044,0
Chainpur,5315,Valid,LL3.4,8200.0,Fell,1907.0,25.85,83.48333,"(25.85, 83.48333)",9.012011377036412,1,83.48333000000002,India,Asia,2877.622,0
Chajari,5316,Valid,L5,18300.0,Fell,1933.0,-30.78333,-58.05,"(-30.78333, -58.05)",9.814710982145282,1,-58.05,Argentina,South America,3426.8002956,1
Chandakapur,5320,Valid,L5,8800.0,Fell,1838.0,20.26667,76.01667,"(20.26667, 76.01667)",9.082620630373812,1,76.01666999999998,India,Asia,2256.0857044,0
Chandpur,5321,Valid,L6,1100.0,Fell,1885.0,27.28333,79.05,"(27.28333, 79.05)",7.00397413672268,1,79.05000000000001,India,Asia,3037.1802956,0
Chantonnay,5325,Valid,L6,31500.0,Fell,1812.0,46.68333,1.05,"(46.68333, 1.05)",10.357774570341576,1,1.0500000000000114,France,Europe,5196.788295599999,0
Charlotte,5328,Valid,"Iron, IVA",4300.0,Fell,1835.0,36.16667,-87.33333,"(36.16667, -87.33333)",8.366602832783736,1,-87.33333,United States of America,North America,4026.0737044,2
Charsonville,5329,Valid,H6,27000.0,Fell,1810.0,47.93333,1.56667,"(47.93333, 1.56667)",10.203629181337648,1,1.5666699999999878,France,Europe,5335.938295599999,0
Charwallas,5330,Valid,H6,12000.0,Fell,1834.0,29.48333,75.5,"(29.48333, 75.5)",9.39274525863144,1,75.5,India,Asia,3282.0842956,0
Chassigny,5331,Valid,Martian (chassignite),4000.0,Fell,1815.0,47.71667,5.36667,"(47.71667, 5.36667)",8.294299608857235,1,5.366669999999999,France,Europe,5311.8197044,0
Château-Renard,5332,Valid,L6,30000.0,Fell,1841.0,47.93333,2.91667,"(47.93333, 2.91667)",10.308985993422082,1,2.9166700000000105,France,Europe,5335.938295599999,0
Chaves,5334,Valid,Howardite,2945.0,Fell,1925.0,41.93333,-7.46667,"(41.93333, -7.46667)",7.988203597022576,1,-7.4666699999999935,Spain,Europe,4668.0182956,0
Cherokee Springs,5340,Valid,LL6,8400.0,Fell,1933.0,35.03333,-81.88333,"(35.03333, -81.88333)",9.036106025364846,1,-81.88333,United States of America,North America,3899.9102956,2
Chervettaz,5341,Valid,L5,705.0,Fell,1901.0,46.55,6.81667,"(46.55, 6.81667)",6.559615237493242,1,6.816669999999988,Switzerland,Europe,5181.945999999999,0
Chervony Kut,5342,Valid,Eucrite-mmict,1700.0,Fell,1939.0,50.83333,34.0,"(50.83333, 34.0)",7.438971592395862,1,34.0,Ukraine,Europe,5658.7662956,0
Chetrinahatti,5344,Valid,Stone-uncl,72.0,Fell,1880.0,14.5,76.5,"(14.5, 76.5)",4.290459441148391,1,76.5,India,Asia,1614.14,0
Chicora,5349,Valid,LL6,303.0,Fell,1938.0,40.93333,-79.73333,"(40.93333, -79.73333)",5.717027701406222,1,-79.73333,United States of America,North America,4556.698295599999,2
Colby (Wisconsin),5395,Valid,L6,104000.0,Fell,1917.0,44.9,-90.28333,"(44.9, -90.28333)",11.552155793461898,1,-90.28333,United States of America,North America,4998.267999999999,2
Cold Bokkeveld,5397,Valid,CM2,5200.0,Fell,1838.0,-33.13333,19.38333,"(-33.13333, 19.38333)",8.556606193773073,1,19.38333,South Africa,Africa,3688.4022956,1
Collescipoli,5403,Valid,H5,5000.0,Fell,1890.0,42.53333,12.61667,"(42.53333, 12.61667)",8.517393171418904,1,12.61667,Italy,Europe,4734.810295599999,0
Cosina,5451,Valid,H5,1200.0,Fell,1844.0,21.16667,-100.86667,"(21.16667, -100.86667)",7.090909822079984,1,-100.86667,Mexico,North America,2356.2737044,2
Cranganore,5465,Valid,L6,1460.0,Fell,1917.0,10.2,76.26667,"(10.2, 76.26667)",7.2868764117507,1,76.26666999999998,India,Asia,1135.464,0
Crescent,5470,Valid,CM2,78.4,Fell,1936.0,35.95,-97.58333,"(35.95, -97.58333)",4.37449836825309,1,-97.58333,United States of America,North America,4001.954,2
Cronstad,5474,Valid,H5,3650.0,Fell,1877.0,-27.7,27.3,"(-27.7, 27.3)",8.202756381655638,1,27.30000000000001,South Africa,Africa,3083.564,1
Cross Roads,5476,Valid,H5,167.0,Fell,1892.0,35.63333,-78.13333,"(35.63333, -78.13333)",5.123963979403259,1,-78.13333,United States of America,North America,3966.7022956,2
Crumlin,5477,Valid,L5,4255.0,Fell,1902.0,54.61667,-6.21667,"(54.61667, -6.21667)",8.35608503102148,1,-6.2166699999999935,United Kingdom,Europe,6079.927704399999,0
Cumberland Falls,5496,Valid,Aubrite,17000.0,Fell,1919.0,36.83333,-84.35,"(36.83333, -84.35)",9.741027444837728,1,-84.35,United States of America,North America,4100.286295599999,2
Cynthiana,5500,Valid,L/LL4,6000.0,Fell,1877.0,38.4,-84.25,"(38.4, -84.25)",8.699681400989514,1,-84.25,United States of America,North America,4274.687999999999,2
Dandapur,5511,Valid,L6,5650.0,Fell,1878.0,26.91667,83.96667,"(26.91667, 83.96667)",8.639587799629844,1,83.96667000000002,India,Asia,2996.3637044,0
Daniel's Kuil,5513,Valid,EL6,1064.0,Fell,1868.0,-28.2,24.56667,"(-28.2, 24.56667)",6.970730078143525,1,24.566669999999988,South Africa,Africa,3139.224,1
Danville,5514,Valid,L6,2000.0,Fell,1868.0,34.4,-87.06667,"(34.4, -87.06667)",7.601402334583733,1,-87.06667,United States of America,North America,3829.408,2
Darmstadt,6603,Valid,H5,100.0,Fell,1804.0,49.86667,8.65,"(49.86667, 8.65)",4.61512051684126,1,8.650000000000006,Germany,Europe,5551.1577044,0
De Cewsville,6621,Valid,H6,340.0,Fell,1887.0,43.0,-80.0,"(43.0, -80.0)",5.831882477283517,1,-80.0,Canada,North America,4786.759999999999,2
Deal,6634,Valid,L6,28.0,Fell,1829.0,40.25,-74.0,"(40.25, -74.0)",3.367295829986474,1,-74.0,Open Ocean,Open Ocean,4480.63,0
Delhi,6642,Valid,L5,0.8,Fell,1897.0,28.56667,77.25,"(28.56667, 77.25)",0.5877866649021191,1,77.25,India,Asia,3180.0417044,0
Demina,6649,Valid,L6,16400.0,Fell,1911.0,51.46667,84.76667,"(51.46667, 84.76667)",9.70509758756311,1,84.76666999999998,Russia,Europe,5729.2697044,0
Dharwar,6699,Valid,OC,1800.0,Fell,1848.0,14.88333,75.6,"(14.88333, 75.6)",7.496097345175956,1,75.6,India,Asia,1656.8122956,0
Dhurmsala,7640,Valid,LL6,32000.0,Fell,1860.0,32.23333,76.46667,"(32.23333, 76.46667)",10.373522431293592,1,76.46667000000002,India,Asia,3588.2142956,0
Diep River,7642,Valid,L6,1000.0,Fell,1906.0,-33.75,18.56667,"(-33.75, 18.56667)",6.90875477931522,1,18.566669999999988,South Africa,Africa,3757.05,1
