name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,log_mass,fall_binary,reclong_norm,country,continent,dist_equator_km,cluster
Moorleah,16738,Valid,L6,8887.5,Fell,1930.0,-40.975,145.6,"(-40.975, 145.6)",9.09251358536274,1,145.60000000000002,Australia,Oceania,4561.337,1
Moradabad,16740,Valid,L6,70.0,Fell,1808.0,28.78333,78.83333,"(28.78333, 78.83333)",4.262679877041316,1,78.83332999999999,India,Asia,3204.1602956,0
Mornans,16747,Valid,H5,1300.0,Fell,1875.0,44.6,5.13333,"(44.6, 5.13333)",7.170888478512505,1,5.133330000000001,France,Europe,4964.872,0
Moti-ka-nagla,16759,Valid,H6,1500.0,Fell,1868.0,26.83333,77.33333,"(26.83333, 77.33333)",7.313886831633462,1,77.33332999999999,India,Asia,2987.0862956,0
Motta di Conti,16762,Valid,H4,9150.0,Fell,1868.0,45.2,8.5,"(45.2, 8.5)",9.12161844191538,1,8.5,Italy,Europe,5031.664,0
Mount Browne,16766,Valid,H6,11300.0,Fell,1902.0,-29.8,141.7,"(-29.8, 141.7)",9.332646496360152,1,141.7,Australia,Oceania,3317.336,1
Mount Vaisi,16805,Valid,Stone-uncl,17000.0,Fell,1637.0,44.08333,6.86667,"(44.08333, 6.86667)",9.741027444837728,1,6.866669999999999,France,Europe,4907.3562956,3
Mtola,16820,Valid,Stone-uncl,1100.0,Fell,1944.0,-11.5,33.5,"(-11.5, 33.5)",7.00397413672268,1,33.5,Malawi,Africa,1280.1799999999998,1
Muddoor,16841,Valid,L5,4400.0,Fell,1865.0,12.63333,77.01667,"(12.63333, 77.01667)",8.38958706681109,1,77.01666999999998,India,Asia,1406.3422956,0
Mulletiwu,16851,Valid,L,25.5,Fell,1795.0,9.33333,80.83333,"(9.33333, 80.83333)",3.277144732992177,1,80.83332999999999,Open Ocean,Open Ocean,1038.9862956,0
Muraid,16874,Valid,L6,4703.0,Fell,1924.0,24.5,90.21667,"(24.5, 90.21667)",8.456168489578463,1,90.21667000000002,Bangladesh,Asia,2727.34,0
Nagai,16890,Valid,L6,1810.0,Fell,1922.0,38.12167,140.06167,"(38.12167, 140.06167)",7.501634457883413,1,140.06167,Japan,Asia,4243.7043044,0
Nagaria,16892,Valid,Eucrite-cm,20.0,Fell,1875.0,26.98333,78.21667,"(26.98333, 78.21667)",3.044522437723423,1,78.21667000000002,India,Asia,3003.7842955999995,0
Nagy-Borové,16893,Valid,L5,6100.0,Fell,1895.0,49.16667,19.5,"(49.16667, 19.5)",8.716207971151853,1,19.5,Slovakia,Europe,5473.2337044,0
Nakhla,16898,Valid,Martian (nakhlite),10000.0,Fell,1911.0,31.31667,30.35,"(31.31667, 30.35)",9.210440366976515,1,30.349999999999994,Egypt,Africa,3486.1717044,0
Nakhon Pathom,16899,Valid,L6,23200.0,Fell,1923.0,13.73333,100.08333,"(13.73333, 100.08333)",10.05195066017375,1,100.08333,Thailand,Asia,1528.7942956,1
Nammianthal,16902,Valid,H5,4500.0,Fell,1886.0,12.28333,79.2,"(12.28333, 79.2)",8.412054873292933,1,79.19999999999999,India,Asia,1367.3802956,0
Nan Yang Pao,16903,Valid,L6,52900.0,Fell,1917.0,35.66667,103.5,"(35.66667, 103.5)",10.876177521259402,1,103.5,China,Asia,3970.4137044,0
Nanjemoy,16904,Valid,H6,7500.0,Fell,1825.0,38.41667,-77.16667,"(38.41667, -77.16667)",8.922791623969637,1,-77.16667,United States of America,North America,4276.5437044,2
Naoki,16908,Valid,H6,17000.0,Fell,1928.0,19.25,77.0,"(19.25, 77.0)",9.741027444837728,1,77.0,India,Asia,2142.91,0
Narellan,16912,Valid,L6,367.5,Fell,1928.0,-34.05,150.68889,"(-34.05, 150.68889)",5.909440711629391,1,150.68889,Australia,Oceania,3790.446,1
Nassirah,16922,Valid,H4,347.0,Fell,1936.0,-21.73333,165.9,"(-21.73333, 165.9)",5.8522024797744745,1,165.89999999999998,New Caledonia,Oceania,2419.3542956,1
Nawapali,16927,Valid,CM2,105.0,Fell,1890.0,21.25,83.66667,"(21.25, 83.66667)",4.663439094112067,1,83.66667000000001,India,Asia,2365.55,0
Nedagolla,16935,Valid,"Iron, ungrouped",4500.0,Fell,1870.0,18.68333,83.48333,"(18.68333, 83.48333)",8.412054873292933,1,83.48333000000002,India,Asia,2079.8282956,0
Nerft,16945,Valid,L6,10250.0,Fell,1864.0,56.5,21.5,"(56.5, 21.5)",9.235130540783402,1,21.5,Latvia,Europe,6289.58,0
New Concord,16953,Valid,L6,230000.0,Fell,1860.0,40.0,-81.76667,"(40.0, -81.76667)",12.345838935721968,1,-81.76667,United States of America,North America,4452.799999999999,2
Ngawi,16966,Valid,LL3.6,1393.0,Fell,1883.0,-7.45,111.41667,"(-7.45, 111.41667)",7.239932591320469,1,111.41667,Indonesia,Asia,829.334,1
N'Goureyma,16968,Valid,"Iron, ungrouped",37500.0,Fell,1900.0,13.85,-4.38333,"(13.85, -4.38333)",10.53212287826962,1,-4.383330000000001,Mali,Africa,1541.782,2
Nikolaevka,16976,Valid,H4,3996.0,Fell,1935.0,52.45,78.63333,"(52.45, 78.63333)",8.293299358711323,1,78.63333,Kazakhstan,Asia,5838.734,0
Nio,16982,Valid,H3-4,467.0,Fell,1897.0,34.2,131.56667,"(34.2, 131.56667)",6.148468295917647,1,131.56667,Japan,Asia,3807.144,0
N'Kandhla,16983,Valid,"Iron, IID",17200.0,Fell,1912.0,-28.56667,30.7,"(-28.56667, 30.7)",9.75272280064639,1,30.69999999999999,South Africa,Africa,3180.0417044,1
Nobleborough,16984,Valid,Eucrite-pmict,2300.0,Fell,1823.0,44.08333,-69.48333,"(44.08333, -69.48333)",7.741099090035366,1,-69.48333,United States of America,North America,4907.3562956,2
Nogata,16988,Valid,L6,472.0,Fell,860.0,33.725,130.75,"(33.725, 130.75)",6.159095388491933,1,130.75,Japan,Asia,3754.267,3
Nogoya,16989,Valid,CM2,4000.0,Fell,1879.0,-32.36667,-59.83333,"(-32.36667, -59.83333)",8.294299608857235,1,-59.83332999999999,Argentina,South America,3603.0577044,1
Norfork,16994,Valid,"Iron, IIIAB",1050.0,Fell,1918.0,36.21667,-92.26667,"(36.21667, -92.26667)",6.957497370876951,1,-92.26667,United States of America,North America,4031.6397044,2
Norton County,17922,Valid,Aubrite,1100000.0,Fell,1948.0,39.68333,-99.86667,"(39.68333, -99.86667)",13.910821646859096,1,-99.86667,United States of America,North America,4417.5482956,2
Novo-Urei,17933,Valid,Ureilite,1900.0,Fell,1886.0,54.81667,46.0,"(54.81667, 46.0)",7.550135342488429,1,46.0,Russia,Europe,6102.1917044,0
Novy-Projekt,17935,Valid,OC,1001.0,Fell,1908.0,56.0,22.0,"(56.0, 22.0)",6.90975328164481,1,22.0,Lithuania,Europe,6233.92,0
Noyan-Bogdo,17936,Valid,L6,250.0,Fell,1933.0,42.91667,102.46667,"(42.91667, 102.46667)",5.525452939131784,1,102.46667000000002,Mongolia,Asia,4777.4837044000005,0
Nulles,17959,Valid,H6,5000.0,Fell,1851.0,41.63333,0.75,"(41.63333, 0.75)",8.517393171418904,1,0.75,Spain,Europe,4634.6222956,0
Numakai,17960,Valid,H4,363.0,Fell,1925.0,43.33333,141.86667,"(43.33333, 141.86667)",5.8971538676367405,1,141.86667,Japan,Asia,4823.866295599999,0
Nyaung,17969,Valid,"Iron, IIIAB",737.6,Fell,1939.0,21.20833,94.91667,"(21.20833, 94.91667)",6.604756502418463,1,94.91667,Myanmar,Asia,2360.9112956,0
Nyirábrany,17970,Valid,LL5,1100.0,Fell,1914.0,47.55,22.025,"(47.55, 22.025)",7.00397413672268,1,22.02500000000001,Romania,Europe,5293.266,0
Ochansk,17979,Valid,H4,500000.0,Fell,1887.0,57.78333,55.26667,"(57.78333, 55.26667)",13.122365377402328,1,55.266670000000005,Russia,Europe,6432.440295599999,0
Oesede,17988,Valid,H5,1400.0,Fell,1927.0,52.28333,8.05,"(52.28333, 8.05)",7.244941546337007,1,8.050000000000011,Germany,Europe,5820.180295599999,0
Oesel,17989,Valid,L6,6000.0,Fell,1855.0,58.5,23.0,"(58.5, 23.0)",8.699681400989514,1,23.0,Open Ocean,Open Ocean,6512.219999999999,0
Ofehértó,17990,Valid,L6,3750.0,Fell,1900.0,47.88333,22.03333,"(47.88333, 22.03333)",8.229777750081887,1,22.033330000000007,Hungary,Europe,5330.3722956,0
Ogi,17994,Valid,H6,14360.0,Fell,1741.0,33.28333,130.2,"(33.28333, 130.2)",9.57227147806062,1,130.2,Japan,Asia,3705.1002956,0
Ohaba,17995,Valid,H5,16250.0,Fell,1857.0,46.06667,23.58333,"(46.06667, 23.58333)",9.69590972432601,1,23.58332999999999,Romania,Europe,5128.1417044,0
Ojuelos Altos,17997,Valid,L6,5850.0,Fell,1926.0,38.18333,-5.4,"(38.18333, -5.4)",8.674367865788236,1,-5.400000000000006,Spain,Europe,4250.568295599999,0
Okano,18000,Valid,"Iron, IIAB",4742.0,Fell,1904.0,35.08333,135.2,"(35.08333, 135.2)",8.464425125877582,1,135.2,Japan,Asia,3905.4762956,0
Okniny,18002,Valid,LL6,12000.0,Fell,1834.0,50.83333,25.5,"(50.83333, 25.5)",9.39274525863144,1,25.5,Ukraine,Europe,5658.7662956,0
Oldenburg (1930),18009,Valid,L6,16570.0,Fell,1930.0,52.95,8.16667,"(52.95, 8.16667)",9.715409458629791,1,8.16667000000001,Germany,Europe,5894.394,0
Olivenza,18013,Valid,LL5,150000.0,Fell,1924.0,38.71667,-7.06667,"(38.71667, -7.06667)",11.918397239722838,1,-7.066669999999988,Spain,Europe,4309.9397044,2
Olmedilla de Alarcón,18015,Valid,H5,40000.0,Fell,1929.0,39.56667,-2.1,"(39.56667, -2.1)",10.59665973278358,1,-2.0999999999999943,Spain,Europe,4404.5617044,2
Orgueil,18026,Valid,CI1,14000.0,Fell,1864.0,43.88333,1.38333,"(43.88333, 1.38333)",9.546884034617923,1,1.3833300000000008,France,Europe,4885.0922956,0
Ornans,18030,Valid,CO3.4,6000.0,Fell,1868.0,47.11667,6.15,"(47.11667, 6.15)",8.699681400989514,1,6.150000000000006,France,Europe,5245.0277044,0
Ortenau,18033,Valid,Stone-uncl,4500.0,Fell,1671.0,48.5,8.0,"(48.5, 8.0)",8.412054873292933,1,8.0,Germany,Europe,5399.02,3
Orvinio,18034,Valid,H6,3400.0,Fell,1872.0,42.13333,12.93333,"(42.13333, 12.93333)",8.131824785007195,1,12.933330000000012,Italy,Europe,4690.2822956,0
Oterøy,18042,Valid,L6,246.0,Fell,1928.0,58.88333,9.4,"(58.88333, 9.4)",5.5093883366279774,1,9.400000000000006,Open Ocean,Open Ocean,6554.8922956,0
Otomi,18045,Valid,H,6510.0,Fell,1867.0,38.4,140.35,"(38.4, 140.35)",8.781248333236862,1,140.35000000000002,Japan,Asia,4274.687999999999,0
Ottawa,18046,Valid,LL6,840.0,Fell,1896.0,38.6,-95.21667,"(38.6, -95.21667)",6.734591659972948,1,-95.21667,United States of America,North America,4296.952,2
Ovambo,18055,Valid,L6,121.5,Fell,1900.0,-18.0,16.0,"(-18.0, 16.0)",4.808111029984782,1,16.0,Namibia,Africa,2003.76,1
Oviedo,18058,Valid,H5,205.0,Fell,1856.0,43.4,-5.86667,"(43.4, -5.86667)",5.327876168789581,1,-5.866669999999999,Spain,Europe,4831.288,0
Pacula,18068,Valid,L6,3400.0,Fell,1881.0,21.05,-99.3,"(21.05, -99.3)",8.131824785007195,1,-99.3,Mexico,North America,2343.286,2
Padvarninkai,18069,Valid,Eucrite-mmict,3858.0,Fell,1929.0,55.66667,25.0,"(55.66667, 25.0)",8.258163361537619,1,25.0,Lithuania,Europe,6196.8137044,0
Paitan,18072,Valid,H6,515.0,Fell,1910.0,17.74333,120.45583,"(17.74333, 120.45583)",6.246106765481563,1,120.45583,Philippines,Asia,1975.1874956,0
Palinshih,18077,Valid,Iron,18000.0,Fell,1914.0,43.48333,118.61667,"(43.48333, 118.61667)",9.798182590890704,1,118.61667,China,Asia,4840.5642956,0
Palmyra,18079,Valid,L3,135.0,Fell,1926.0,39.8,-91.5,"(39.8, -91.5)",4.912654885736052,1,-91.5,United States of America,North America,4430.535999999999,2
Palolo Valley,18082,Valid,H5,682.0,Fell,1949.0,21.3,-157.78333,"(21.3, -157.78333)",6.52649485957079,1,-157.78333,United States of America,North America,2371.116,2
Pampanga,18093,Valid,L5,10500.0,Fell,1859.0,15.08333,120.7,"(15.08333, 120.7)",9.259225769705994,1,120.7,Philippines,Asia,1679.0762956,0
Pantar,18098,Valid,H5,2130.0,Fell,1938.0,8.06667,124.28333,"(8.06667, 124.28333)",7.664346632098617,1,124.28332999999998,Philippines,Asia,897.9817044,1
Paragould,18101,Valid,LL5,408000.0,Fell,1930.0,36.06667,-90.5,"(36.06667, -90.5)",12.919024904363686,1,-90.5,United States of America,North America,4014.9417044,2
Parnallee,18108,Valid,LL3.6,77600.0,Fell,1857.0,9.23333,78.35,"(9.23333, 78.35)",11.259335592686217,1,78.35000000000002,India,Asia,1027.8542956,1
Parsa,18109,Valid,EH3,800.0,Fell,1942.0,26.2,85.4,"(26.2, 85.4)",6.68586094706836,1,85.39999999999998,India,Asia,2916.584,0
Pasamonte,18110,Valid,Eucrite-pmict,5100.0,Fell,1933.0,36.21667,-103.4,"(36.21667, -103.4)",8.537191877922927,1,-103.4,United States of America,North America,4031.6397044,2
Patti,18118,Valid,Iron,12.0,Fell,1922.0,38.13333,14.96667,"(38.13333, 14.96667)",2.5649493574615367,1,14.966669999999992,Italy,Europe,4245.0022956,0
Patwar,18171,Valid,Mesosiderite-A1,37350.0,Fell,1935.0,23.15,91.18333,"(23.15, 91.18333)",10.528114963964263,1,91.18333,Bangladesh,Asia,2577.0579999999995,0
Pavlodar (stone),18175,Valid,H5,142.5,Fell,1938.0,52.3,77.03333,"(52.3, 77.03333)",4.966335035199676,1,77.03332999999998,Kazakhstan,Asia,5822.035999999999,0
Pavlograd,18176,Valid,L6,40000.0,Fell,1826.0,48.53333,35.98333,"(48.53333, 35.98333)",10.59665973278358,1,35.983329999999995,Ukraine,Europe,5402.730295599999,0
Pavlovka,18177,Valid,Howardite,2000.0,Fell,1882.0,52.03333,43.0,"(52.03333, 43.0)",7.601402334583733,1,43.0,Russia,Europe,5792.350295599999,0
Peña Blanca Spring,18786,Valid,Aubrite,70000.0,Fell,1946.0,30.125,-103.11667,"(30.125, -103.11667)",11.156264806643742,1,-103.11667,United States of America,North America,3353.515,2
Peramiho,18792,Valid,Eucrite-mmict,165.0,Fell,1899.0,-10.66667,35.5,"(-10.66667, 35.5)",5.111987788356544,1,35.5,United Republic of Tanzania,Africa,1187.4137044,1
Perpeti,18793,Valid,L6,23474.0,Fell,1935.0,23.325,91.0,"(23.325, 91.0)",10.063691304076464,1,91.0,Bangladesh,Asia,2596.539,0
Perth,18797,Valid,LL5,2.0,Fell,1830.0,56.4,-3.43333,"(56.4, -3.43333)",1.0986122886681096,1,-3.433330000000012,United Kingdom,Europe,6278.447999999999,0
Pervomaisky,18798,Valid,L6,66000.0,Fell,1933.0,56.63333,39.43333,"(56.63333, 39.43333)",11.097425172408933,1,39.43333000000001,Russia,Europe,6304.422295599999,0
Pesyanoe,18799,Valid,Aubrite,3393.0,Fell,1933.0,55.5,66.08333,"(55.5, 66.08333)",8.129764445794171,1,66.08332999999999,Russia,Europe,6178.259999999999,0
Petersburg,18801,Valid,Eucrite-pmict,1800.0,Fell,1855.0,35.3,-86.63333,"(35.3, -86.63333)",7.496097345175956,1,-86.63333,United States of America,North America,3929.596,2
Phillips County (stone),18808,Valid,L6,57900.0,Fell,1901.0,40.0,-99.25,"(40.0, -99.25)",10.96648993456911,1,-99.25,United States of America,North America,4452.799999999999,2
Phu Hong,18809,Valid,H4,500.0,Fell,1887.0,11.25,108.58333,"(11.25, 108.58333)",6.2166061010848646,1,108.58333,Vietnam,Asia,1252.35,0
Phum Sambo,18811,Valid,H4,7800.0,Fell,1933.0,12.0,105.48333,"(12.0, 105.48333)",8.962007209588313,1,105.48333000000002,Cambodia,Asia,1335.84,1
Phuoc-Binh,18812,Valid,L5,11000.0,Fell,1941.0,15.71667,108.1,"(15.71667, 108.1)",9.305741456739437,1,108.10000000000002,Vietnam,Asia,1749.5797044,0
Pillistfer,18822,Valid,EL6,23250.0,Fell,1863.0,58.66667,25.73333,"(58.66667, 25.73333)",10.054103420843257,1,25.733329999999995,Estonia,Europe,6530.7737044,0
Piquetberg,18832,Valid,H,37.0,Fell,1881.0,-32.86667,18.71667,"(-32.86667, 18.71667)",3.6375861597263857,1,18.716669999999997,South Africa,Africa,3658.7177044,1
Pirgunje,18834,Valid,L6,842.0,Fell,1882.0,25.8,88.45,"(25.8, 88.45)",6.736966958001855,1,88.44999999999999,Bangladesh,Asia,2872.056,0
Pirthalla,18835,Valid,H6,1161.0,Fell,1884.0,29.58333,76.0,"(29.58333, 76.0)",7.057897937411856,1,76.0,India,Asia,3293.2162956,0
Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,1921.0,31.95,-83.51667,"(31.95, -83.51667)",8.232440158470336,1,-83.51667,United States of America,North America,3556.6739999999995,2
Plantersville,18846,Valid,H6,2085.0,Fell,1930.0,30.7,-96.11667,"(30.7, -96.11667)",7.643003635560718,1,-96.11667,United States of America,North America,3417.524,2
Ploschkovitz,18849,Valid,L5,39.0,Fell,1723.0,50.53333,14.11667,"(50.53333, 14.11667)",3.688879454113936,1,14.11667,Czechia,Europe,5625.3702956,0
Pnompehn,18851,Valid,L6,96.0,Fell,1868.0,11.58333,104.91667,"(11.58333, 104.91667)",4.574710978503383,1,104.91667,Cambodia,Asia,1289.4562956,0
Pohlitz,18853,Valid,L5,3000.0,Fell,1819.0,50.93333,12.13333,"(50.93333, 12.13333)",8.006700845440367,1,12.13333,Germany,Europe,5669.898295599999,0
Pokhra,18858,Valid,H5,350.0,Fell,1866.0,26.71667,82.66667,"(26.71667, 82.66667)",5.860786223465865,1,82.66667000000001,India,Asia,2974.0997044,0
Pollen,18860,Valid,CM2,253.6,Fell,1942.0,66.34833,14.015,"(66.34833, 14.015)",5.539693686123306,1,14.014999999999986,Norway,Europe,7385.8960956,0
Pontlyfni,18865,Valid,Winonaite,157.0,Fell,1931.0,53.03639,-4.31944,"(53.03639, -4.31944)",5.062595033026967,1,-4.319439999999986,United Kingdom,Europe,5904.0109348,0
Portugal,18876,Valid,Stone-uncl,4500.0,Fell,1796.0,38.5,-8.0,"(38.5, -8.0)",8.412054873292933,1,-8.0,Portugal,Europe,4285.82,0
Po-wang Chen,18879,Valid,LL,665.0,Fell,1933.0,31.41667,118.5,"(31.41667, 118.5)",6.501289670540389,1,118.5,China,Asia,3497.3037044,0
Prambachkirchen,18883,Valid,L6,2125.0,Fell,1932.0,48.3025,13.94083,"(48.3025, 13.94083)",7.661997558901893,1,13.940830000000004,Austria,Europe,5377.0343,0
Pricetown,18888,Valid,L6,900.0,Fell,1893.0,39.11667,-83.85,"(39.11667, -83.85)",6.803505257608338,1,-83.85,United States of America,North America,4354.4677044,2
Pulsora,18899,Valid,H5,560.0,Fell,1863.0,23.36667,75.18333,"(23.36667, 75.18333)",6.329720905522696,1,75.18333000000001,India,Asia,2601.1777044,0
Pultusk,18901,Valid,H5,250000.0,Fell,1868.0,52.76667,21.26667,"(52.76667, 21.26667)",12.429220196836384,1,21.266670000000005,Poland,Europe,5873.985704399999,0
Punganaru,18902,Valid,Stone-uncl,100.0,Fell,1811.0,13.33333,78.95,"(13.33333, 78.95)",4.61512051684126,1,78.94999999999999,India,Asia,1484.2662956,0
Putinga,18905,Valid,L6,300000.0,Fell,1937.0,-29.03333,-53.05,"(-29.03333, -53.05)",12.611541086966117,1,-53.05,Brazil,South America,3231.9902956,1
Queen's Mercy,22357,Valid,H6,7000.0,Fell,1925.0,-30.11667,28.7,"(-30.11667, 28.7)",8.853808274977197,1,28.69999999999999,South Africa,Africa,3352.5877044,1
Quenggouk,22358,Valid,H4,6045.0,Fell,1857.0,17.76667,95.18333,"(17.76667, 95.18333)",8.707152175339404,1,95.18333,Myanmar,Asia,1977.7857044,0
Quesa,22360,Valid,"Iron, IAB-ung",10750.0,Fell,1898.0,39.0,-0.66667,"(39.0, -0.66667)",9.282754052485227,1,-0.6666700000000105,Spain,Europe,4341.48,0
Quincay,22363,Valid,L6,65.0,Fell,1851.0,46.6,0.25,"(46.6, 0.25)",4.189654742026425,1,0.25,France,Europe,5187.512,0
Rakovka,22376,Valid,L6,9000.0,Fell,1878.0,52.98333,37.03333,"(52.98333, 37.03333)",9.105090961257083,1,37.03333000000001,Russia,Europe,5898.1042956,0
Ramnagar,22384,Valid,L6,3766.0,Fell,1940.0,26.45,82.9,"(26.45, 82.9)",8.23403420769204,1,82.89999999999998,India,Asia,2944.414,0
Rampurhat,22385,Valid,LL,100.0,Fell,1916.0,24.16667,87.76667,"(24.16667, 87.76667)",4.61512051684126,1,87.76666999999998,India,Asia,2690.2337044,0
Ranchapur,22387,Valid,H4,290.4,Fell,1917.0,23.98333,87.08333,"(23.98333, 87.08333)",5.674696893761104,1,87.08332999999999,India,Asia,2669.8242956,0
Rancho de la Presa,22390,Valid,H5,300.0,Fell,1899.0,19.86667,-100.81667,"(19.86667, -100.81667)",5.707110264748875,1,-100.81667,Mexico,North America,2211.5577044,2
Rangala,22392,Valid,L6,3224.5,Fell,1937.0,25.38333,72.01667,"(25.38333, 72.01667)",8.078843255972297,1,72.01667,India,Asia,2825.6722956,0
Raoyang,22394,Valid,L6,4910.0,Fell,1919.0,38.2,115.7,"(38.2, 115.7)",8.499232866039245,1,115.7,China,Asia,4252.424,0
Rasgrad,22396,Valid,Stone-uncl,24700.0,Fell,1740.0,43.5,26.53333,"(43.5, 26.53333)",10.1145990076265,1,26.533330000000007,Bulgaria,Europe,4842.42,0
Ratyn,22398,Valid,Stone-uncl,910.0,Fell,1880.0,52.2,17.98333,"(52.2, 17.98333)",6.814542897259958,1,17.983329999999995,Poland,Europe,5810.904,0
Reliegos,22584,Valid,L5,17300.0,Fell,1947.0,42.475,-5.33333,"(42.475, -5.33333)",9.758519582283522,1,-5.3333299999999895,Spain,Europe,4728.317,2
Rembang,22585,Valid,"Iron, IVA",10000.0,Fell,1919.0,-6.73333,111.36667,"(-6.73333, 111.36667)",9.210440366976515,1,111.36667,Indonesia,Asia,749.5542955999999,1
Renazzo,22586,Valid,CR2,1000.0,Fell,1824.0,44.76667,11.28333,"(44.76667, 11.28333)",6.90875477931522,1,11.283330000000008,Italy,Europe,4983.4257044,0
Renca,22587,Valid,L5,300.0,Fell,1925.0,-32.75,-65.28333,"(-32.75, -65.28333)",5.707110264748875,1,-65.28333,Argentina,South America,3645.73,1
Renqiu,22589,Valid,L6,355.0,Fell,1916.0,38.66667,116.13333,"(38.66667, 116.13333)",5.87493073085203,1,116.13333,China,Asia,4304.3737044,0
Repeev Khutor,22590,Valid,"Iron, IIF",7000.0,Fell,1933.0,48.6,45.66667,"(48.6, 45.66667)",8.853808274977197,1,45.66667000000001,Russia,Europe,5410.152,0
Rewari,22593,Valid,L6,3332.0,Fell,1929.0,28.2,76.66667,"(28.2, 76.66667)",8.11162807830774,1,76.66667000000001,India,Asia,3139.224,0
Rich Mountain,22597,Valid,L6,668.0,Fell,1903.0,35.03333,-83.03333,"(35.03333, -83.03333)",6.505784060128229,1,-83.03333,United States of America,North America,3899.9102956,2
Uzcudun,24140,Valid,L,20000.0,Fell,1948.0,-44.11667,-66.15,"(-44.11667, -66.15)",9.90353755128617,1,-66.15,Argentina,South America,4911.0677044,1
Richardton,22599,Valid,H5,90000.0,Fell,1918.0,46.88333,-102.31667,"(46.88333, -102.31667)",11.407576060361786,1,-102.31667,United States of America,North America,5219.0522956,2
Richmond,22603,Valid,LL5,1800.0,Fell,1828.0,37.46667,-77.5,"(37.46667, -77.5)",7.496097345175956,1,-77.5,United States of America,North America,4170.7897044,2
Rio Negro,22611,Valid,L4,1310.0,Fell,1934.0,-26.1,-49.8,"(-26.1, -49.8)",7.1785454837637,1,-49.80000000000001,Brazil,South America,2905.452,1
Rivolta de Bassi,22614,Valid,Stone-uncl,103.3,Fell,1490.0,45.48333,9.51667,"(45.48333, 9.51667)",4.647271362006727,1,9.516670000000005,Italy,Europe,5063.2042956,3
Rochester,22637,Valid,H6,340.0,Fell,1876.0,41.08333,-86.28333,"(41.08333, -86.28333)",5.831882477283517,1,-86.28333,United States of America,North America,4573.3962956,2
Rockhampton,22640,Valid,Stone-uncl,1641.0,Fell,1895.0,-23.38333,150.51667,"(-23.38333, 150.51667)",7.403670290012373,1,150.51666999999998,Australia,Oceania,2603.0322956,1
Roda,22641,Valid,Diogenite,400.0,Fell,1871.0,42.3,0.55,"(42.3, 0.55)",5.993961427306569,1,0.5500000000000114,Spain,Europe,4708.835999999999,0
Rodach,22642,Valid,Stone-uncl,2900.0,Fell,1775.0,50.35,10.8,"(50.35, 10.8)",7.972810784121404,1,10.800000000000011,Germany,Europe,5604.962,0
Rose City,22766,Valid,H5,10600.0,Fell,1921.0,44.51667,-83.95,"(44.51667, -83.95)",9.268703615273097,1,-83.95,United States of America,North America,4955.5957044,2
Rowton,22773,Valid,"Iron, IIIAB",3500.0,Fell,1876.0,52.76667,-2.51667,"(52.76667, -2.51667)",8.160803920954665,1,-2.516670000000005,United Kingdom,Europe,5873.985704399999,0
Rumuruti,22782,Valid,R3.8-6,67.0,Fell,1934.0,0.26667,36.53333,"(0.26667, 36.53333)",4.219507705176107,1,36.53333000000001,Kenya,Africa,29.6857044,1
Rupota,22783,Valid,L4-6,6000.0,Fell,1949.0,-10.26667,38.76667,"(-10.26667, 38.76667)",8.699681400989514,1,38.766670000000005,United Republic of Tanzania,Africa,1142.8857044,1
Ryechki,22791,Valid,L5,13000.0,Fell,1914.0,51.13333,34.5,"(51.13333, 34.5)",9.472781556562168,1,34.5,Ukraine,Europe,5692.1622956,0
Sabetmahet,22792,Valid,H5,1250.0,Fell,1855.0,27.43333,82.08333,"(27.43333, 82.08333)",7.131698510466912,1,82.08332999999999,India,Asia,3053.8782956,0
Saint-Sauveur,23101,Valid,EH5,14000.0,Fell,1914.0,43.73333,1.38333,"(43.73333, 1.38333)",9.546884034617923,1,1.3833300000000008,France,Europe,4868.3942956,0
Sakauchi,23103,Valid,Iron,4180.0,Fell,1913.0,35.66667,136.3,"(35.66667, 136.3)",8.338305731356565,1,136.3,Japan,Asia,3970.4137044,0
Salles,23111,Valid,L5,9000.0,Fell,1798.0,46.05,4.63333,"(46.05, 4.63333)",9.105090961257083,1,4.633330000000001,France,Europe,5126.285999999999,0
Samelia,23115,Valid,"Iron, IIIAB",2462.0,Fell,1921.0,25.66667,74.86667,"(25.66667, 74.86667)",7.809135398120538,1,74.86667,India,Asia,2857.2137044,0
Santa Barbara,23161,Valid,L4,400.0,Fell,1873.0,-29.2,-51.86667,"(-29.2, -51.86667)",5.993961427306569,1,-51.86667,Brazil,South America,3250.544,1
Santa Cruz,23164,Valid,CM2,60.0,Fell,1939.0,24.16667,-99.33333,"(24.16667, -99.33333)",4.110873864173311,1,-99.33333,Mexico,North America,2690.2337044,2
Santa Isabel,23165,Valid,L6,5500.0,Fell,1924.0,-33.9,-61.7,"(-33.9, -61.7)",8.612685172875459,1,-61.7,Argentina,South America,3773.748,1
Saratov,23176,Valid,L4,200000.0,Fell,1918.0,52.55,46.55,"(52.55, 46.55)",12.206077645517674,1,46.55000000000001,Russia,Europe,5849.865999999999,0
Sasagase,23187,Valid,H,695.0,Fell,1688.0,34.71667,137.78333,"(34.71667, 137.78333)",6.54534966033442,1,137.78332999999998,Japan,Asia,3864.6597044,3
